gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4907979563				https://creativecommons.org/licenses/by-nc/4.0/	2025-09-07T23:17:54Z		https://www.inaturalist.org/observations/227937036	Ivani Martínez					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation			"{""evidenceOfPresence"":""organism""}"	https://www.inaturalist.org/observations/227937036	227937036		Ivani Martínez					male	adult				alive																													2024-07-07T17:16:00-06:00	17:16:00-06:00						2024/07/07 5:16 PM																MX	Veracruz				Fraccionamento Puente Moreno, 94274 Ver., México												19.1042376893	-96.1593426573	EPSG:4326	8																																		674003474				Ivani Martínez		2025-07-31T04:22:43Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4872184967				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:29:31Z		https://www.inaturalist.org/observations/218942270	Alvaro Monter Pozos					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30716m at the request of the observer			https://www.inaturalist.org/observations/218942270	218942270		Alvaro Monter Pozos																								Alimentándose de lo que parecía ser una anguila de lodo.															2024-05-28T06:33:00-06:00	06:33:00-06:00						2024/05/28 6:33 AM																MX	Chiapas				Mexico												17.7236432335	-91.950727033	EPSG:4326	30716																																		674003364				Alvaro Monter Pozos		2025-07-31T04:22:21Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4853060738				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:22:19Z		https://www.inaturalist.org/observations/209111561	Osvaldo Balderas San Miguel					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/209111561	209111561		Osvaldo Balderas San Miguel																																							2024-04-20T23:39:00-06:00	23:39:00-06:00						2024/04/20 11:39 PM																MX	Veracruz				Ixtaczoquitlán, Ver., México												18.8461693098	-97.0511188666	EPSG:4326	31																																		674003099				Osvaldo Balderas San Miguel		2025-07-31T04:21:37Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4852029289				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:21:48Z		https://www.inaturalist.org/observations/210635815	PNCañón DelRioblanco					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/210635815	210635815		PNCañón DelRioblanco										alive																													2024-04-20T23:43:00-06:00	23:43:00-06:00						2024/04/20 11:43 PM																MX	Veracruz				Orizaba, Ver., México												18.865278604	-97.075622116	EPSG:4326	822																																		661150640				Margherita Bandini		2025-07-07T16:13:55Z			Since 2024, Lontra longicaudis ssp annectens has been declared a new species: Lontra annectens. I hope you agree with my request to change your sighting! Thank you	1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
476808414					2024-12-20 16:12:10		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:2624	President and Fellows of Harvard College		b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen				MCZ:Mamm:2624	2624		Rafael Montes de Oca		1												unverified	present	skull (dry); skin (dry)	in collection (2)																													[no verbatim date data]									http://vocab.getty.edu/tgn/7005599	North America: Mexico: Veracruz	North America				Mexico	MX	Veracruz			Xalapa [Jalapa]	Jalapa, Mexico												19.55163	-96.89127	EPSG:4326	8816	0.00001					decimal degrees					Taylor Tai		GEOLocate	GEOLocate																																						Lutra longicaudis annectens							Animalia Chordata Mammalia Carnivora Mustelidae Lutra longicaudis annectens	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lutra	Lutra			longicaudis	annectens						ICZN			
46247083													IBUNAM	CNMA								38266		SERVIN-M., J.																																											1994	2	1																Mexico					ARROYO EL ALEMAN, 45 KM W		2300	2300																																																			Nadya Moreno Almeraya (CONABIO)		   ��ps 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46246197													IBUNAM	CNMA								26880		SOBERON-M., F.																																											1987	12	29																Mexico		Chiapas	OCOTZINGO		ESTACION CHAJUL DE SEDUE, RESERVA DE LA BIOSFERA MONTES AZULES																				16.5363889	-91.1602778																																	Julieta Vargas Cuenca (CNMA)		   ��蹀												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46245763													IBUNAM	CNMA								25910		ND																																											1986	9	2																Mexico					DELEGACION SEDUE																																																						not recorded		   ���]�												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46245733													IBUNAM	CNMA								24562		GALLO-R., J. P.																																											1986	2	15																Mexico		Guerrero	AYUTLA		RIO PINELA, POZA DEL MANGO GACHO																				16.9647222	-99.0969444																																	Yolanda Hortelano (CNMA)		   �J�� 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46245732													IBUNAM	CNMA								24561		GALLO-R., J. P.																																																													Mexico		Guerrero	not recorded		RIO ATOYAC																				17.2088889	-100.4341667																																	Yolanda Hortelano (CNMA)		   �n�s 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46245731													IBUNAM	CNMA								24560		GALLO-R., J. P.																																																													Mexico		Guerrero	not recorded		RIO COYUCA																				17.0072222	-100.0875																																	Yolanda Hortelano (CNMA)		   �� 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46245729													IBUNAM	CNMA								24559		GALLO-R., J. P.																																																													Mexico		Oaxaca	PUTLA		RIO GRANDE																				16.625	-97.8472222																																	Yolanda Hortelano (CNMA)		   �oJ� 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46245728													IBUNAM	CNMA								24558		GALLO-R., J. P.																																																													Mexico		Oaxaca	SANTIAGO ASTATA		RIO ZIMATAN		9999	9999																	15.9225	-96.1744444																																	Yolanda Hortelano (CNMA)		   ��c� 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46245491													IBUNAM	CNMA								14544		SANCHEZ-H., C.																																											1973	2	9																Mexico		Jalisco	not recorded		2 KM NW		20	20																	19.3977899	-104.9811199																																	Nadya Moreno Almeraya (CONABIO)		   ��� 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46244292													IBUNAM	CNMA								3952		VILLA-R., B.																																											1957	2	2																Mexico		Chiapas	TAPALAPA																						17.19	-93.105																																	Julieta Vargas Cuenca (CNMA)		   �����												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46244279													IBUNAM	CNMA								3784		SANCHEZ-H., O.																																																													Mexico		Tabasco	HUIMANGUILLO																						17.8291667	-93.3916667																																	Yolanda Hortelano (CNMA)		   ���K 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
46244276													IBUNAM	CNMA								3783		GALLO-R., J. P.																																											1983	12	21																Mexico		Guerrero	AYUTLA		SAN MIGUEL, 3 KM NE																				16.9838889	-99.0752778																																	Yolanda Hortelano (CNMA)		   �C� 												Lontra longicaudis annectens								Animalia	Chordata	Mammalia			MUSTELIDAE				Lontra				longicaudis										
4607320771				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:21:18Z		https://www.inaturalist.org/observations/204194743	Edison Díaz					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/204194743	204194743		Edison Díaz																																							2024-03-27T08:08:24-06:00	08:08:24-06:00						2024-03-27 08:08:24																MX	Oaxaca				San Juan Bautista Tuxtepec, Oax., México												18.0957852624	-96.1152260005	EPSG:4326	244																																		674002980				Edison Díaz		2025-07-31T04:21:16Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4607030664				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:21:23Z		https://www.inaturalist.org/observations/205027210	Luis David Pérez Gracida					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/205027210	205027210		Luis David Pérez Gracida																																							2024-03-29T08:24:48-06:00	08:24:48-06:00						2024-03-29 08:24:48																MX	Veracruz				8GJP+MV, 91650 Paso Mariano, Ver., México												19.3325444444	-96.4627027778	EPSG:4326																																			674003016				Luis David Pérez Gracida		2025-07-31T04:21:23Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
45870614	http://vertnet.org/resources/norms.html		en	https://creativecommons.org/publicdomain/zero/1.0/	2013-07-24 13:25:21.0		http://portal.vertnet.org/o/lsumz/mammals?id=8566		PhysicalObject	http://grbio.org/cool/ew6z-dwdm			LSUMZ	Mammals			PreservedSpecimen				urn:catalog:LSUMZ:Mammals:8566	8566		Lay, Douglas M.					unknown						native			requires verification	present	Skin only-1																							1960-04-29		120	120	1960	4	29	1960-04-29										North America | Mexico | Tabasco |  |  |  |  |	North America				Mexico	MX	Tabasco			Balancán	North America | Mexico | Tabasco | Balancán												17.807	-91.536	NAD27													2004-07-15																																								Lutra longicaudis							Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Lutra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lutra				longicaudis			species				ICZN			
45870613	http://vertnet.org/resources/norms.html		en	https://creativecommons.org/publicdomain/zero/1.0/	2013-07-24 13:25:21.0		http://portal.vertnet.org/o/lsumz/mammals?id=8565		PhysicalObject	http://grbio.org/cool/ew6z-dwdm			LSUMZ	Mammals			PreservedSpecimen				urn:catalog:LSUMZ:Mammals:8565	8565		Lay, Douglas M.					unknown						native			requires verification	present	Skin only-1																							1960-04-29		120	120	1960	4	29	1960-04-29										North America | Mexico | Tabasco |  |  |  |  |	North America				Mexico	MX	Tabasco			Balancán	North America | Mexico | Tabasco | Balancán												17.807	-91.536	NAD27													2004-07-15																																								Lutra longicaudis							Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Lutra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lutra				longicaudis			species				ICZN			
45870612	http://vertnet.org/resources/norms.html		en	https://creativecommons.org/publicdomain/zero/1.0/	2013-07-24 13:25:12.0		http://portal.vertnet.org/o/lsumz/mammals?id=8548		PhysicalObject	http://grbio.org/cool/ew6z-dwdm			LSUMZ	Mammals			PreservedSpecimen				urn:catalog:LSUMZ:Mammals:8548	8548		Woods, John E.					male						native			requires verification	present	Skin-1, Skull-1																							1960-05-01		122	122	1960	5	1	1960-05-01										North America | Mexico | Tabasco |  |  |  |  |	North America				Mexico	MX	Tabasco			Balancán	North America | Mexico | Tabasco | Balancán												17.807	-91.536	NAD27													2004-07-15																																								Lutra longicaudis							Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Lutra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lutra				longicaudis			species				ICZN			
45870549	http://vertnet.org/resources/norms.html		en	https://creativecommons.org/publicdomain/zero/1.0/	2013-07-24 13:08:54.0		http://portal.vertnet.org/o/lsumz/mammals?id=5999		PhysicalObject	http://grbio.org/cool/ew6z-dwdm			LSUMZ	Mammals			PreservedSpecimen				urn:catalog:LSUMZ:Mammals:5999	5999		Dalquest, Walter W.					male						native			requires verification	present	Skin-1, Skull-1																							1951-01-22		22	22	1951	1	22	1951-01-22										North America | Mexico | Veracruz |  |  |  |  |	North America				Mexico	MX	Veracruz			26 km ESE Jesus Carranza	North America | Mexico | Veracruz | 26 km ESE Jesus Carranza												17.341	-94.782	NAD27													2004-03-24																																								Lutra longicaudis							Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Lutra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lutra				longicaudis			species				ICZN			
4535761406				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:21:40Z		https://www.inaturalist.org/observations/201046652	chupymetal					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/201046652	201046652		chupymetal																																							2024-03-02T08:00:00-06:00	08:00:00-06:00						2024/03/02 8:00 AM																MX	Veracruz				Xalapa, Ver., México												19.5372632968	-96.8617778042	EPSG:4326	122																																		674002767				chupymetal		2025-07-31T04:20:39Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4525132581				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:20:27Z		https://www.inaturalist.org/observations/199390752	Rocio Osuna					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation			"{""evidenceOfPresence"":""scat""}"	https://www.inaturalist.org/observations/199390752	199390752		Rocio Osuna																																							2024-01-21T08:48:12-07:00	08:48:12-07:00						2024-01-21 08:48:12																MX	Sinaloa				82944 Sin., México												23.9437355306	-106.4470768139	EPSG:4326																																			674002715				Rocio Osuna		2025-07-31T04:20:25Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4522670268				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:29:33Z		https://www.inaturalist.org/observations/198748146	Juan Manuel Carmona					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation			"{""evidenceOfPresence"":""organism""}"	https://www.inaturalist.org/observations/198748146	198748146		Juan Manuel Carmona						adult				alive																													2024-02-08T11:48:47-06:00	11:48:47-06:00						2024-02-08 11:48:47																MX	Veracruz				Carretera Antón Lizardo/La Piedra, Mpio. de Alvarado, 95263, 95263 Ver., México												19.0325936652	-95.9817793965	EPSG:4326	1985																																		674002669				Juan Manuel Carmona		2025-07-31T04:20:17Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4516318036				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:21:24Z		https://www.inaturalist.org/observations/196951771	Juan Manuel Carmona					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation			"{""evidenceOfPresence"":""organism""}"	https://www.inaturalist.org/observations/196951771	196951771		Juan Manuel Carmona						adult				alive																													2024-01-17T13:14:36-06:00	13:14:36-06:00						2024-01-17 13:14:36																MX	Veracruz				22PH+HR, 95263 Mata de Uva, Ver., México												19.0360119106	-95.9721713886	EPSG:4326	602																																		674002535				Juan Manuel Carmona		2025-07-31T04:19:54Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4516279741				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:29:35Z		https://www.inaturalist.org/observations/197470376	Jose Castaneda					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/197470376	197470376		Jose Castaneda																								Nutria (Lontra longicaudis), desde hace más de una década que se les dejó de ver en la zona de Tampico, sin embargo desde hace unos años se han visto por las lagunas. Así, al menos desde 2020 se han rescatado pequeñas nutrias y el grupo Conservadores de la Biodiversidad y Educadores Ambientales (Cobea) junto a la International Otter Survival Fund con sede en Escocia, Reino Unido, y el Centro de Estudios Tecnológicos del Mar (Cetmar) se logró tener un espacio donde puedan estar seguras.															2020-01-04T11:13:00-06:00	11:13:00-06:00						2020/01/04 11:13 AM																MX	Veracruz				Río Pánuco, México												22.1057604823	-98.1786208927	EPSG:4326	45396																																		674002557				Jose Castaneda		2025-07-31T04:19:59Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4516197177				https://creativecommons.org/licenses/by/4.0/	2025-07-31T04:29:39Z		https://www.inaturalist.org/observations/188798348	Juan G. Sánchez					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation			"{""evidenceOfPresence"":""organism""}"	https://www.inaturalist.org/observations/188798348	188798348		Juan G. Sánchez						adult				alive																													2023-10-22T10:19:00-06:00	10:19:00-06:00						2023/10/22 10:19 AM																MX	Veracruz				Medellín, Ver., México												18.9803801051	-96.0736834983	EPSG:4326	2																																		674002115				Juan G. Sánchez		2025-07-31T04:18:46Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4506489749				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:19:31Z		https://www.inaturalist.org/observations/194482700	josepineda					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/194482700	194482700		josepineda																																							2023-12-20T08:58:00-06:00	08:58:00-06:00						2023/12/20 8:58 AM																MX	Zacatecas				Monte Escobedo, Zac., México												22.1285777778	-103.5166611111	EPSG:4326																																			674002381				josepineda		2025-07-31T04:19:30Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
44837456													SDNHM	Mammals			voucher					19559		W. Rook																																											1960	3	26																Mexico		Oaxaca			25 mi. S Tepuc																																																																				Lutra longicaudis annectens								Animalia	Chordata	Mammalia							Lutra				longicaudis										
4453975005				https://creativecommons.org/licenses/by-nc/4.0/	2025-08-11T00:08:18Z		https://www.inaturalist.org/observations/192271763	Mexfant Maravilloso					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation			"{""evidenceOfPresence"":""organism""}"	https://www.inaturalist.org/observations/192271763	192271763		Mexfant Maravilloso										alive																													2023-11-26T08:16:00-06:00	08:16:00-06:00						2023/11/26 8:16 AM																MX	Jalisco				La Vega, Jalisco												20.6430355	-103.8506109	EPSG:4326	5652																																		674002275				Mexfant Maravilloso		2025-07-31T04:19:10Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4424500618				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:18:38Z		https://www.inaturalist.org/observations/184438572	Cesar Lezama					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/184438572	184438572		Cesar Lezama																																							2023-09-21T16:32:00-06:00	16:32:00-06:00						2023/09/21 4:32 PM																MX	Veracruz				Huatusco, Ver., México												19.1602179107	-97.0085157454	EPSG:4326	2																																		674001961				Cesar Lezama		2025-07-31T04:18:24Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4420920343				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:19:32Z		https://www.inaturalist.org/observations/185938038	Leticia Soriano Flores					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/185938038	185938038		Leticia Soriano Flores																																							2023-09-27T12:55:00-06:00	12:55:00-06:00						2023/09/27 12:55 PM																MX	Oaxaca				San Juan Bautista Cuicatlán, Oax., México												17.8224955309	-96.9455038658	EPSG:4326	31																																		674002004				Leticia Soriano Flores		2025-07-31T04:18:32Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4400338796				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T04:19:35Z		https://www.inaturalist.org/observations/175777015	huaxteca					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/175777015	175777015		huaxteca																																							2023-07-30T11:55:01-06:00	11:55:01-06:00						2023-07-30 11:55:01-06:00																MX	Campeche				Candelaria, Camp., MX												17.9626182356	-90.8716151079	EPSG:4326	102																																		674001816				Rod		2025-07-31T04:18:00Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
4399457645		Magaña-Cota G. E. 2004. Colección científica del Museo de Historia Natural Alfredo Dugés. Colección científica MADUG. Universidad de Guanajuato. Bases de datos SNIB-CONABIO, proyecto V002. México, D. F.		CC_BY_4_0	2021-03-19			Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)		1778	3669	a086b2f3f4badeb2581b6252863a5270	MADUG-UG	MADUG-MA	Colección científica del Museo de Historia Natural Alfredo Dugés	Museo de Historia Natural Alfredo Dugés, Universidad de Guanajuato	PreservedSpecimen			Otros Datos Ejemplar / Capturista: gaby	6edf319d41a97c92c6bd9b319d0dbf13	MADUGMA073		NO DISPONIBLE		1														cráneo																						NO DISPONIBLE		00:00:00														1							MEXICO					NO DISPONIBLE		0.0	0.0			0.0	0.0													99 99 99 N ; 99 99 99 N	999 99 99 W ; 999 99 99 W	grados minutos segundos																												1708			NO APLICA	Santos-M. A.						d1198926eccc2dd3de28a53a1ffc3de9	33417							Lontra longicaudis	Lontra longicaudis	Lontra		de Ferran, Vieira Figueiró, Trinca, Hernández-Romero, Lorenzana, Gutiérrez-Rodríguez, Klaus-Peter & Eizirik, 2024		1818	Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis			especie		(Olfers, 1818)			válido		
4399456333		Magaña-Cota G. E. 2004. Colección científica del Museo de Historia Natural Alfredo Dugés. Colección científica MADUG. Universidad de Guanajuato. Bases de datos SNIB-CONABIO, proyecto V002. México, D. F.		CC_BY_4_0	2021-03-19			Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)		1778	3669	a086b2f3f4badeb2581b6252863a5270	MADUG-UG	MADUG-MA	Colección científica del Museo de Historia Natural Alfredo Dugés	Museo de Historia Natural Alfredo Dugés, Universidad de Guanajuato	PreservedSpecimen			Otros Datos Ejemplar / Capturista: gaby	7195b237202d5181c2f8cd2183fc0187	MADUGMA165		NO DISPONIBLE		1														PIEL																						NO DISPONIBLE		00:00:00														1							MEXICO					NO DISPONIBLE		0.0	0.0			0.0	0.0													99 99 99 N ; 99 99 99 N	999 99 99 W ; 999 99 99 W	grados minutos segundos																												1710			NO APLICA	Santos-M. A.						d1198926eccc2dd3de28a53a1ffc3de9	33417							Lontra longicaudis	Lontra longicaudis	Lontra		de Ferran, Vieira Figueiró, Trinca, Hernández-Romero, Lorenzana, Gutiérrez-Rodríguez, Klaus-Peter & Eizirik, 2024		1818	Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis			especie		(Olfers, 1818)			válido		
4399456204		Magaña-Cota G. E. 2004. Colección científica del Museo de Historia Natural Alfredo Dugés. Colección científica MADUG. Universidad de Guanajuato. Bases de datos SNIB-CONABIO, proyecto V002. México, D. F.		CC_BY_4_0	2021-03-19			Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)		1778	3669	a086b2f3f4badeb2581b6252863a5270	MADUG-UG	MADUG-MA	Colección científica del Museo de Historia Natural Alfredo Dugés	Museo de Historia Natural Alfredo Dugés, Universidad de Guanajuato	PreservedSpecimen			Otros Datos Ejemplar / Capturista: gaby	57749ab8fafe5ad4ae35097f3d35786a	MADUGMA074		C. Escarra; J. Alemán; A. Vega		1														cráneo																						NO DISPONIBLE		00:00:00														1							MEXICO					NO DISPONIBLE		0.0	0.0			0.0	0.0													99 99 99 N ; 99 99 99 N	999 99 99 W ; 999 99 99 W	grados minutos segundos																												1709			NO APLICA	Santos-M. A.						d1198926eccc2dd3de28a53a1ffc3de9	33417							Lontra longicaudis	Lontra longicaudis	Lontra		de Ferran, Vieira Figueiró, Trinca, Hernández-Romero, Lorenzana, Gutiérrez-Rodríguez, Klaus-Peter & Eizirik, 2024		1818	Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis			especie		(Olfers, 1818)			válido		
