gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3416062826	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647890/original.jpeg	https://www.inaturalist.org/photos/169647890					2021-11-20T19:48:39Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416062826	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647925/original.jpeg	https://www.inaturalist.org/photos/169647925					2021-11-20T19:48:50Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416062826	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647879/original.jpeg	https://www.inaturalist.org/photos/169647879					2021-11-20T19:48:47Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416030295	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647056/original.jpeg	https://www.inaturalist.org/photos/169647056					2021-11-20T20:47:50Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416030295	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647095/original.jpeg	https://www.inaturalist.org/photos/169647095					2021-11-20T20:47:51Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416030295	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647081/original.jpeg	https://www.inaturalist.org/photos/169647081					2021-11-20T20:47:16Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416030295	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647026/original.jpeg	https://www.inaturalist.org/photos/169647026					2021-11-20T20:46:52Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416030295	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647036/original.jpeg	https://www.inaturalist.org/photos/169647036					2021-11-20T20:46:57Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3415942294	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/167666038/original.jpeg	https://www.inaturalist.org/photos/167666038					2021-10-30T17:49:43Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3415638317	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/167867685/original.jpeg	https://www.inaturalist.org/photos/167867685					2021-10-10T00:46:46Z	Paula Pineda		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paula Pineda
3415580795	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647287/original.jpeg	https://www.inaturalist.org/photos/169647287					2021-11-20T20:34:38Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3415580795	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647300/original.jpeg	https://www.inaturalist.org/photos/169647300					2021-11-20T20:34:39Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3415580795	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647255/original.jpeg	https://www.inaturalist.org/photos/169647255					2021-11-20T20:34:33Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3415580795	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647270/original.jpeg	https://www.inaturalist.org/photos/169647270					2021-11-20T20:34:35Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3415536197	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647761/original.jpeg	https://www.inaturalist.org/photos/169647761					2021-11-20T19:50:17Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3415536197	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647778/original.jpeg	https://www.inaturalist.org/photos/169647778					2021-11-20T19:50:20Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
